aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,is_safe,aluminium_high,ammonia_high,arsenic_high,barium_high,cadmium_high,chloramine_high,chromium_high,copper_high,bacteria_high,viruses_high,lead_high,nitrates_high,nitrites_high,mercury_high,perchlorate_high,radium_high,selenium_high,silver_high,uranium_high,danger_count,nitrate_nitrite_ratio,copper_lead_ratio,bacteria_viruses,arsenic_mercury
0.03,15.98,0.06,0.37,0.02,0.01,0.01,0.03,1.46,0.0,0.59,0.141,18.98,0.37,0.01,7.85,0.34,0.02,0.01,0.08,0.0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,6,51.2972972972973,0.2127659574468085,0.0,0.0006
0.01,17.08,0.04,2.0,0.02,0.01,0.09,0.01,0.61,0.0,0.65,0.137,7.77,0.72,0.0,1.39,1.0,0.02,0.04,0.06,0.0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,10.791666666666666,0.072992700729927,0.0,0.0
0.09,9.71,0.09,0.98,0.07,0.56,0.0,0.01,0.96,0.0,0.008,0.049,1.61,0.84,0.001,0.52,0.17,0.01,0.07,0.05,1.0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1.916666666666667,0.20408163265306123,0.0,8.999999999999999e-05
0.01,22.18,0.1,0.53,0.08,0.24,0.06,0.0,0.03,0.0,0.002,0.011,6.75,0.34,0.001,8.53,0.83,0.04,0.06,0.07,0.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,19.852941176470587,0.0,0.0,0.0001
0.01,11.85,0.04,1.69,0.09,0.25,0.08,0.09,0.68,0.0,0.8,0.193,10.2,0.29,0.006,0.65,4.04,0.1,0.03,0.04,0.0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,6,35.172413793103445,0.46632124352331605,0.0,0.00024
0.04,19.76,0.05,0.65,0.05,0.46,0.09,0.02,1.5,0.0,0.0,0.004,7.24,0.63,0.002,6.08,1.62,0.09,0.06,0.02,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11.492063492063492,5.0,0.0,0.0001
0.09,15.18,0.07,2.96,0.08,0.14,0.07,0.06,1.07,0.0,0.52,0.103,15.72,0.07,0.005,2.46,1.92,0.01,0.04,0.0,0.0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,7,224.57142857142856,0.5825242718446602,0.0,0.00035000000000000005
0.02,13.44,0.07,0.82,0.03,0.42,0.03,0.02,0.8,0.0,0.001,0.186,2.84,0.12,0.0,2.72,0.5,0.08,0.06,0.08,0.0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,23.666666666666668,0.10752688172043011,0.0,0.0
0.07,15.79,0.1,0.1,0.07,0.2,0.07,0.06,0.55,0.03,0.005,0.19,0.15,0.12,0.007,9.88,0.87,0.06,0.0,0.04,0.0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,6,1.25,0.3157894736842105,0.00015,0.0007000000000000001
0.01,24.9,0.04,0.05,0.04,0.32,0.1,0.01,0.79,0.0,0.001,0.147,0.83,0.6,0.006,2.35,0.99,0.02,0.04,0.06,1.0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,5,1.3833333333333333,0.06802721088435375,0.0,0.00024
0.04,13.86,0.02,0.22,0.01,0.17,0.09,0.1,0.65,0.0,0.57,0.19,7.01,0.37,0.009,6.37,0.39,0.03,0.06,0.09,0.0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,5,18.945945945945944,0.5263157894736842,0.0,0.00017999999999999998
0.07,25.88,0.01,0.25,0.07,0.07,0.06,0.04,0.59,0.0,0.008,0.153,11.37,0.51,0.008,0.19,0.15,0.05,0.04,0.07,0.0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,5,22.294117647058822,0.26143790849673204,0.0,8e-05
0.06,3.58,0.09,0.75,0.0,0.03,0.06,0.0,0.47,0.0,0.005,0.141,6.15,0.42,0.007,0.21,2.42,0.01,0.09,0.09,0.0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,4,14.642857142857144,0.0,0.0,0.00063
0.08,12.39,0.05,2.61,0.01,0.28,0.01,0.09,0.51,0.0,0.69,0.111,15.27,0.6,0.001,1.73,0.07,0.03,0.08,0.03,0.0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,6,25.45,0.8108108108108107,0.0,5e-05
0.03,24.51,0.03,0.36,0.05,0.08,0.04,0.08,0.77,0.0,0.67,0.089,11.26,0.2,0.001,6.85,3.83,0.1,0.04,0.07,0.0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,56.3,0.8988764044943821,0.0,3e-05
0.06,17.48,0.07,0.0,0.04,0.32,0.03,0.05,0.99,0.0,0.0,0.099,10.2,0.23,0.001,0.4,0.01,0.06,0.05,0.08,0.0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,44.347826086956516,0.5050505050505051,0.0,7.000000000000001e-05
0.08,19.25,0.06,0.31,0.09,0.01,0.03,0.05,0.91,0.0,0.74,0.074,18.42,0.14,0.007,9.41,0.05,0.05,0.09,0.03,0.0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,6,131.57142857142858,0.6756756756756758,0.0,0.00042
0.07,27.91,0.03,0.11,0.04,0.04,0.06,0.03,1.03,0.0,0.007,0.142,1.69,1.0,0.002,0.08,0.76,0.09,0.03,0.02,1.0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1.69,0.21126760563380284,0.0,6e-05
0.08,13.21,0.04,1.07,0.01,0.46,0.09,0.01,1.39,0.0,0.005,0.156,15.69,0.76,0.003,0.04,0.26,0.03,0.0,0.06,0.0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,6,20.644736842105264,0.06410256410256411,0.0,0.00012
0.08,21.54,0.07,0.8,0.07,0.02,0.01,0.06,1.25,0.0,0.002,0.083,15.32,0.02,0.005,0.23,1.74,0.05,0.09,0.04,0.0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,6,766.0,0.7228915662650601,0.0,0.00035000000000000005
0.08,13.82,0.01,1.94,0.06,0.23,0.07,0.05,1.27,0.0,0.53,0.057,17.18,0.86,0.005,1.44,0.27,0.07,0.01,0.01,0.0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,5,19.976744186046513,0.8771929824561404,0.0,5e-05
0.04,17.36,0.02,0.53,0.09,0.03,0.07,0.09,0.02,0.1,0.007,0.028,14.08,0.65,0.009,5.85,4.77,0.06,0.05,0.03,0.0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,7,21.66153846153846,3.214285714285714,0.0007000000000000001,0.00017999999999999998
0.04,20.82,0.1,0.12,0.0,0.03,0.09,0.01,0.67,0.0,0.59,0.042,15.34,0.84,0.006,0.16,2.73,0.05,0.02,0.02,0.0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,5,18.261904761904763,0.23809523809523808,0.0,0.0006000000000000001
0.07,13.22,0.02,0.04,0.01,0.34,0.08,0.03,1.48,0.06,0.001,0.117,3.19,0.74,0.004,3.5,5.51,0.06,0.1,0.09,0.0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,7,4.3108108108108105,0.2564102564102564,6e-05,8e-05
0.03,29.34,0.02,0.01,0.04,0.11,0.05,0.03,0.33,0.0,0.0,0.126,4.57,0.94,0.008,4.37,2.72,0.05,0.1,0.08,0.0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,4.861702127659575,0.23809523809523808,0.0,0.00016
0.06,28.34,0.07,0.27,0.0,0.09,0.06,0.02,0.06,0.0,0.003,0.064,15.42,0.66,0.004,7.54,4.7,0.06,0.05,0.01,0.0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,5,23.363636363636363,0.3125,0.0,0.00028000000000000003
0.06,10.77,0.06,0.75,0.04,0.0,0.04,0.01,0.79,0.0,0.72,0.115,1.22,0.7,0.002,0.66,1.66,0.05,0.01,0.07,0.0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1.7428571428571429,0.08695652173913043,0.0,0.00012
0.04,0.12,0.09,1.28,0.05,0.09,0.02,0.07,0.61,0.0,0.001,0.089,9.19,0.41,0.004,3.17,0.82,0.04,0.02,0.06,0.0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,5,22.414634146341463,0.7865168539325844,0.0,0.00035999999999999997
0.06,19.16,0.09,2.39,0.02,0.64,0.09,0.09,0.13,0.0,0.002,0.117,18.84,0.13,0.001,4.03,0.64,0.08,0.07,0.01,0.0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,6,144.9230769230769,0.7692307692307692,0.0,8.999999999999999e-05
0.02,14.95,0.08,1.77,0.09,0.13,0.0,0.08,1.01,0.0,0.76,0.168,17.85,0.94,0.009,0.48,1.77,0.07,0.03,0.0,0.0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,6,18.989361702127663,0.47619047619047616,0.0,0.0007199999999999999
0.04,9.02,0.09,0.37,0.03,0.09,0.02,0.01,1.45,0.0,0.009,0.159,2.7,0.78,0.001,0.04,4.85,0.04,0.08,0.0,0.0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,3.4615384615384617,0.06289308176100629,0.0,8.999999999999999e-05
0.03,20.35,0.02,2.55,0.03,0.03,0.05,0.07,1.45,0.0,0.007,0.039,0.55,0.13,0.005,0.4,3.51,0.06,0.03,0.03,0.0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,6,4.230769230769231,1.794871794871795,0.0,0.0001
0.05,15.82,0.04,0.2,0.03,0.19,0.02,0.07,0.87,0.0,0.002,0.17,4.94,0.0,0.001,3.58,3.4,0.03,0.03,0.07,0.0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0.0,0.411764705882353,0.0,4e-05
0.02,17.24,0.01,0.83,0.02,0.07,0.08,0.08,0.26,0.0,0.72,0.034,17.27,0.71,0.004,2.02,0.51,0.04,0.06,0.06,0.0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,5,24.323943661971832,2.3529411764705883,0.0,4e-05
0.07,14.72,0.03,0.84,0.01,0.24,0.1,0.05,1.16,0.0,0.85,0.005,10.61,0.78,0.005,7.49,0.45,0.09,0.0,0.08,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,5,13.602564102564102,10.0,0.0,0.00015
0.05,20.79,0.03,0.48,0.04,0.07,0.08,0.1,0.34,0.0,0.98,0.104,16.47,0.38,0.009,1.77,0.65,0.06,0.08,0.08,0.0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,6,43.34210526315789,0.9615384615384617,0.0,0.00026999999999999995
0.09,0.41,0.08,0.64,0.04,0.14,0.06,0.1,1.44,0.0,0.53,0.199,12.84,0.72,0.01,5.47,1.72,0.03,0.08,0.05,0.0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,6,17.833333333333332,0.5025125628140703,0.0,0.0008
0.07,18.19,0.05,0.5,0.04,0.02,0.02,0.02,1.23,0.0,0.79,0.112,10.9,0.92,0.008,4.11,0.63,0.02,0.02,0.04,0.0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,6,11.847826086956522,0.17857142857142858,0.0,0.0004
0.06,24.38,0.05,0.68,0.01,0.06,0.03,0.07,1.1,0.06,0.005,0.072,3.36,0.27,0.008,0.27,1.68,0.02,0.1,0.09,0.0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,6,12.444444444444443,0.9722222222222224,0.0003,0.0004
0.07,3.94,0.0,0.48,0.09,0.03,0.06,0.05,1.29,0.05,0.002,0.088,16.67,0.88,0.004,3.7,2.22,0.09,0.07,0.05,0.0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,6,18.94318181818182,0.5681818181818182,0.0001,0.0
0.08,23.49,0.1,1.19,0.06,0.35,0.05,0.02,0.63,0.0,0.007,0.112,9.87,0.71,0.001,0.42,1.58,0.03,0.03,0.05,1.0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,13.901408450704224,0.17857142857142858,0.0,0.0001
0.04,3.28,0.08,0.79,0.03,0.01,0.0,0.06,1.34,0.0,0.003,0.116,3.27,0.2,0.009,1.7,0.28,0.08,0.07,0.06,0.0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,5,16.349999999999998,0.5172413793103448,0.0,0.0007199999999999999
0.02,9.58,0.03,0.03,0.08,0.17,0.08,0.07,1.2,0.0,0.008,0.056,7.05,0.73,0.006,4.37,0.8,0.06,0.04,0.02,0.0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,5,9.657534246575343,1.25,0.0,0.00017999999999999998
0.07,22.51,0.06,2.23,0.04,0.21,0.01,0.02,1.41,0.0,0.99,0.13,11.43,0.47,0.001,2.22,1.93,0.01,0.0,0.03,0.0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,6,24.319148936170212,0.15384615384615385,0.0,6e-05
0.01,7.5,0.07,1.23,0.03,0.07,0.04,0.08,1.26,0.0,0.74,0.16,15.37,0.36,0.004,0.1,0.38,0.01,0.09,0.08,0.0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,6,42.69444444444444,0.5,0.0,0.00028000000000000003
0.1,14.56,0.02,0.94,0.05,0.0,0.09,0.03,0.37,0.0,0.004,0.118,17.14,0.69,0.006,0.82,1.65,0.09,0.03,0.03,0.0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,6,24.84057971014493,0.2542372881355932,0.0,0.00012
0.07,20.7,0.01,0.4,0.02,0.34,0.04,0.06,1.1,0.0,0.89,0.142,17.18,0.79,0.006,0.16,0.4,0.0,0.06,0.08,0.0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,5,21.746835443037973,0.4225352112676057,0.0,6e-05
0.08,0.57,0.03,0.63,0.07,0.07,0.07,0.09,0.04,0.0,0.002,0.123,2.06,0.16,0.003,4.17,0.79,0.07,0.0,0.06,0.0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,5,12.875,0.7317073170731707,0.0,8.999999999999999e-05
0.02,14.3,0.04,0.46,0.02,0.26,0.1,0.05,0.95,0.0,1.0,0.133,17.98,0.96,0.008,0.02,2.92,0.0,0.06,0.09,0.0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,6,18.729166666666668,0.37593984962406013,0.0,0.00032
0.08,27.41,0.06,0.91,0.0,0.36,0.08,0.04,0.41,0.0,0.72,0.158,17.1,0.08,0.005,0.62,0.19,0.03,0.08,0.04,0.0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,5,213.75,0.25316455696202533,0.0,0.0003
0.06,1.27,0.06,1.47,0.1,0.09,0.07,0.04,0.13,0.0,0.93,0.165,4.0,0.56,0.0,5.29,0.97,0.07,0.05,0.01,0.0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,7.142857142857142,0.24242424242424243,0.0,0.0
0.08,27.08,0.0,0.96,0.09,0.08,0.09,0.04,1.15,0.07,0.001,0.044,12.52,0.74,0.004,4.12,0.04,0.04,0.08,0.03,0.0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,6,16.91891891891892,0.9090909090909092,7.000000000000001e-05,0.0
0.05,16.35,0.1,1.75,0.05,0.04,0.07,0.01,0.29,0.0,0.0,0.099,11.95,0.53,0.004,8.0,0.96,0.06,0.08,0.07,0.0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,5,22.547169811320753,0.10101010101010101,0.0,0.0004
0.06,24.48,0.02,1.67,0.09,0.02,0.03,0.06,0.71,0.0,0.008,0.022,3.1,0.27,0.009,2.62,0.91,0.09,0.01,0.02,1.0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,5,11.481481481481481,2.7272727272727275,0.0,0.00017999999999999998
0.04,17.57,0.02,0.99,0.04,0.03,0.0,0.0,1.39,0.0,0.002,0.108,4.13,0.57,0.002,5.91,0.16,0.01,0.04,0.04,0.0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,7.24561403508772,0.0,0.0,4e-05
0.0,12.31,0.1,0.66,0.04,0.01,0.04,0.0,0.14,0.0,0.57,0.044,5.51,0.51,0.0,2.05,0.47,0.06,0.1,0.07,0.0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,10.80392156862745,0.0,0.0,0.0
0.09,20.57,0.01,3.0,0.09,0.01,0.05,0.02,0.13,0.0,0.008,0.169,9.33,0.78,0.006,4.87,2.91,0.08,0.01,0.01,0.0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,5,11.961538461538462,0.11834319526627218,0.0,6e-05
0.1,17.35,0.0,0.97,0.02,0.3,0.03,0.03,0.7,0.07,0.008,0.122,18.06,0.88,0.002,0.18,3.32,0.05,0.02,0.05,0.0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,5,20.52272727272727,0.2459016393442623,0.0005600000000000001,0.0
0.09,23.89,0.04,0.72,0.05,0.02,0.01,0.05,1.32,0.1,0.005,0.188,11.23,0.21,0.006,0.91,0.35,0.0,0.08,0.07,0.0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,7,53.47619047619048,0.26595744680851063,0.0005,0.00024
0.08,21.14,0.05,0.4,0.04,0.03,0.09,0.0,1.18,0.0,0.55,0.105,3.18,0.39,0.006,2.53,1.47,0.08,0.04,0.06,0.0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,5,8.153846153846153,0.0,0.0,0.00030000000000000003
0.1,16.67,0.07,0.52,0.06,0.37,0.05,0.06,0.19,0.0,0.76,0.036,3.81,0.3,0.008,0.4,0.81,0.03,0.01,0.08,0.0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,5,12.700000000000001,1.6666666666666667,0.0,0.0005600000000000001
0.03,26.88,0.04,0.63,0.02,0.08,0.07,0.1,0.84,0.0,0.005,0.063,10.96,0.59,0.001,0.45,1.0,0.05,0.08,0.05,0.0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,18.57627118644068,1.5873015873015874,0.0,4e-05
0.03,0.08,0.03,1.13,0.09,0.05,0.09,0.07,1.32,0.0,0.99,0.063,16.95,0.93,0.003,0.55,0.53,0.07,0.03,0.0,0.0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,6,18.2258064516129,1.1111111111111112,0.0,8.999999999999999e-05
0.03,18.94,0.08,1.37,0.05,0.07,0.02,0.02,0.64,0.0,0.69,0.005,1.16,0.89,0.001,1.47,0.94,0.07,0.07,0.05,0.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1.3033707865168538,4.0,0.0,8e-05
0.1,28.48,0.05,2.41,0.07,0.51,0.08,0.05,0.71,0.0,0.84,0.115,8.6,0.19,0.004,1.48,1.96,0.08,0.05,0.01,0.0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,6,45.26315789473684,0.43478260869565216,0.0,0.0002
0.01,0.06,0.0,2.13,0.0,0.01,0.04,0.07,1.24,0.0,0.51,0.098,10.9,0.2,0.003,0.04,0.81,0.04,0.03,0.05,0.0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,5,54.5,0.7142857142857143,0.0,0.0
0.03,13.15,0.02,1.42,0.08,0.01,0.02,0.01,0.1,0.0,0.0,0.165,10.82,0.53,0.006,0.17,0.72,0.07,0.08,0.09,0.0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,5,20.41509433962264,0.06060606060606061,0.0,0.00012
0.06,23.89,0.05,0.32,0.06,0.33,0.09,0.08,0.21,0.0,0.67,0.092,5.21,0.78,0.01,5.86,3.07,0.08,0.0,0.09,0.0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,5,6.679487179487179,0.8695652173913044,0.0,0.0005
0.05,6.83,0.09,0.97,0.05,0.38,0.03,0.03,0.58,0.0,0.006,0.066,0.6,0.63,0.003,5.99,1.65,0.05,0.01,0.02,0.0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,5,0.9523809523809523,0.45454545454545453,0.0,0.00027
0.1,17.47,0.09,0.97,0.06,0.28,0.03,0.04,0.23,0.0,0.007,0.093,7.08,0.6,0.004,0.21,1.05,0.05,0.06,0.05,0.0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,5,11.8,0.43010752688172044,0.0,0.00035999999999999997
0.03,14.77,0.04,1.18,0.03,0.3,0.02,0.04,1.43,0.0,0.63,0.152,6.66,0.61,0.005,0.37,1.81,0.05,0.01,0.05,0.0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,5,10.918032786885247,0.2631578947368421,0.0,0.0002
0.0,29.39,0.09,3.19,0.02,0.09,0.01,0.07,0.44,0.0,0.001,0.022,14.61,1.0,0.007,1.07,0.19,0.03,0.08,0.06,0.0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,7,14.61,3.181818181818182,0.0,0.00063
0.09,14.89,0.03,2.14,0.02,0.02,0.06,0.1,0.09,0.0,0.84,0.183,11.36,0.42,0.001,1.45,2.91,0.03,0.05,0.05,0.0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,6,27.047619047619047,0.546448087431694,0.0,3e-05
0.04,23.36,0.02,1.5,0.04,0.16,0.06,0.06,0.18,0.0,0.81,0.041,15.78,0.06,0.01,0.44,0.05,0.0,0.06,0.07,0.0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,6,263.0,1.4634146341463414,0.0,0.0002
0.05,25.93,0.06,0.84,0.06,0.15,0.03,0.04,0.29,0.0,0.58,0.195,8.27,0.59,0.007,3.3,3.14,0.06,0.1,0.02,0.0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,5,14.016949152542374,0.20512820512820512,0.0,0.00042
0.06,13.89,0.01,1.5,0.05,0.04,0.0,0.02,0.37,0.0,0.001,0.033,9.55,0.46,0.005,0.03,0.27,0.05,0.07,0.06,0.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,4,20.76086956521739,0.6060606060606061,0.0,5e-05
0.09,0.53,0.08,0.69,0.08,0.02,0.02,0.07,0.56,0.0,0.94,0.006,15.78,0.29,0.009,0.64,3.94,0.01,0.05,0.01,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,5,54.41379310344828,11.666666666666668,0.0,0.0007199999999999999
0.02,28.37,0.04,0.71,0.09,0.13,0.09,0.05,1.28,0.0,0.77,0.144,2.06,0.16,0.002,2.36,0.34,0.02,0.05,0.07,0.0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,12.875,0.34722222222222227,0.0,8e-05
0.08,2.39,0.02,0.4,0.08,0.02,0.05,0.09,1.26,0.0,0.87,0.097,0.43,0.95,0.006,0.87,0.66,0.07,0.02,0.08,0.0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,5,0.45263157894736844,0.9278350515463917,0.0,0.00012
0.0,0.42,0.06,0.39,0.03,0.47,0.09,0.01,1.14,0.0,0.002,0.065,1.2,0.39,0.01,9.71,0.84,0.02,0.02,0.06,1.0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,5,3.0769230769230766,0.15384615384615385,0.0,0.0006
0.07,23.53,0.06,0.21,0.02,0.3,0.08,0.06,0.81,0.0,0.001,0.098,3.77,0.27,0.003,0.03,2.36,0.1,0.01,0.02,0.0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,5,13.962962962962962,0.6122448979591836,0.0,0.00017999999999999998
0.06,3.77,0.05,0.42,0.03,0.11,0.08,0.05,1.46,0.0,0.75,0.005,7.38,0.49,0.002,1.71,6.52,0.07,0.1,0.07,0.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,15.061224489795919,10.0,0.0,0.0001
0.07,11.08,0.08,2.14,0.02,0.09,0.01,0.02,0.31,0.0,0.002,0.17,7.3,0.45,0.001,2.57,0.89,0.04,0.02,0.06,0.0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,16.22222222222222,0.11764705882352941,0.0,8e-05
0.05,0.49,0.02,0.52,0.01,0.04,0.07,0.07,0.36,0.0,0.64,0.087,6.88,0.6,0.01,0.09,0.97,0.03,0.05,0.08,0.0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,5,11.466666666666667,0.8045977011494254,0.0,0.0002
0.04,3.78,0.08,0.56,0.1,0.07,0.01,0.05,0.83,0.0,0.6,0.072,7.51,0.3,0.0,7.78,3.6,0.06,0.03,0.0,0.0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,25.033333333333335,0.6944444444444445,0.0,0.0
0.07,18.83,0.04,0.06,0.1,0.42,0.09,0.02,1.36,0.0,0.74,0.126,1.51,0.88,0.007,0.38,0.16,0.01,0.03,0.08,0.0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,5,1.7159090909090908,0.15873015873015872,0.0,0.00028000000000000003
0.02,23.76,0.09,0.81,0.05,0.05,0.02,0.07,0.1,0.0,0.79,0.044,14.21,0.18,0.005,5.02,3.36,0.04,0.05,0.03,0.0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,6,78.94444444444446,1.590909090909091,0.0,0.00045
0.09,26.9,0.06,0.39,0.05,0.02,0.09,0.1,0.59,0.0,0.008,0.122,15.67,0.16,0.009,1.12,0.78,0.04,0.08,0.05,0.0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,6,97.9375,0.819672131147541,0.0,0.0005399999999999999
0.04,5.26,0.08,0.32,0.07,0.01,0.0,0.09,0.6,0.0,0.009,0.016,2.5,0.33,0.002,4.38,0.44,0.05,0.01,0.08,1.0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,7.575757575757575,5.625,0.0,0.00016
0.01,28.1,0.03,1.11,0.02,0.01,0.09,0.04,0.19,0.0,0.92,0.097,10.55,0.31,0.001,1.95,0.25,0.07,0.08,0.01,0.0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,34.03225806451613,0.41237113402061853,0.0,3e-05
0.07,27.15,0.07,1.93,0.01,0.57,0.01,0.03,0.2,0.0,0.69,0.104,5.13,0.35,0.006,2.61,2.87,0.03,0.02,0.08,0.0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,5,14.657142857142858,0.2884615384615385,0.0,0.00042000000000000007
